Date,severity_1_actual,severity_1_forecast,severity_2_actual,severity_2_forecast,severity_3_actual,severity_3_forecast,severity_4_actual,severity_4_forecast
2017-01-18,0.0,0.0,1486.0,1569.0,637.0,656.0,47.0,58.0
2017-01-19,0.0,0.0,1744.0,1697.0,752.0,737.0,72.0,74.0
2017-01-20,0.0,0.0,1498.0,1554.0,776.0,756.0,89.0,84.0
2017-01-21,1.0,1.0,284.0,310.0,333.0,334.0,74.0,64.0
2017-01-22,0.0,0.0,252.0,287.0,287.0,300.0,54.0,51.0
2017-01-23,0.0,1.0,1523.0,1567.0,721.0,700.0,76.0,78.0
2017-01-24,3.0,2.0,1462.0,1490.0,677.0,680.0,83.0,79.0
2017-01-25,2.0,2.0,1590.0,1614.0,611.0,634.0,47.0,59.0
2017-01-26,3.0,2.0,1366.0,1418.0,637.0,641.0,69.0,70.0
2017-01-27,3.0,2.0,1455.0,1443.0,635.0,649.0,85.0,84.0
2017-01-28,0.0,0.0,248.0,266.0,287.0,296.0,39.0,45.0
2017-01-29,0.0,0.0,324.0,354.0,290.0,276.0,59.0,55.0
2017-01-30,5.0,4.0,1546.0,1531.0,565.0,585.0,70.0,72.0
2017-01-31,1.0,1.0,1840.0,1719.0,690.0,678.0,98.0,90.0
2017-02-01,0.0,1.0,1668.0,1608.0,678.0,668.0,71.0,72.0
2017-02-02,3.0,2.0,1699.0,1651.0,638.0,656.0,60.0,67.0
2017-02-03,1.0,1.0,1688.0,1671.0,652.0,670.0,68.0,72.0
2017-02-04,0.0,0.0,298.0,323.0,330.0,340.0,41.0,47.0
2017-02-05,0.0,0.0,349.0,435.0,226.0,247.0,51.0,53.0
2017-02-06,3.0,2.0,1600.0,1608.0,659.0,670.0,68.0,70.0
2017-02-07,0.0,0.0,1817.0,1770.0,698.0,716.0,71.0,73.0
2017-02-08,3.0,2.0,1791.0,1760.0,698.0,706.0,62.0,67.0
2017-02-09,2.0,2.0,1729.0,1714.0,834.0,807.0,98.0,93.0
2017-02-10,0.0,0.0,1677.0,1681.0,692.0,692.0,64.0,72.0
2017-02-11,0.0,0.0,367.0,521.0,355.0,346.0,45.0,45.0
2017-02-12,4.0,3.0,299.0,317.0,385.0,359.0,45.0,47.0
2017-02-13,1.0,1.0,1379.0,1447.0,636.0,645.0,67.0,69.0
2017-02-14,0.0,0.0,1588.0,1590.0,753.0,735.0,83.0,81.0
2017-02-15,0.0,1.0,1515.0,1313.0,623.0,622.0,60.0,59.0
2017-02-16,1.0,1.0,1505.0,1490.0,673.0,665.0,59.0,65.0
2017-02-17,1.0,1.0,1598.0,1551.0,736.0,709.0,74.0,75.0
2017-02-18,0.0,0.0,291.0,298.0,333.0,330.0,31.0,38.0
2017-02-19,3.0,2.0,279.0,281.0,286.0,293.0,40.0,43.0
2017-02-20,1.0,1.0,1258.0,1135.0,559.0,560.0,58.0,59.0
2017-02-21,2.0,2.0,1378.0,1322.0,562.0,577.0,56.0,62.0
2017-02-22,1.0,1.0,1470.0,1482.0,614.0,614.0,79.0,78.0
2017-02-23,1.0,1.0,1491.0,1484.0,621.0,631.0,80.0,79.0
2017-02-24,1.0,1.0,1631.0,1578.0,750.0,722.0,117.0,103.0
2017-02-25,0.0,0.0,321.0,331.0,315.0,314.0,55.0,52.0
2017-02-26,0.0,0.0,351.0,350.0,320.0,318.0,56.0,52.0
2017-02-27,1.0,1.0,1328.0,1275.0,644.0,619.0,80.0,76.0
2017-02-28,0.0,0.0,1534.0,1538.0,655.0,639.0,87.0,82.0
2017-03-01,0.0,0.0,1631.0,1592.0,662.0,654.0,85.0,80.0
2017-03-02,1.0,1.0,1480.0,1502.0,682.0,690.0,106.0,95.0
2017-03-03,1.0,1.0,1571.0,1551.0,672.0,678.0,86.0,84.0
2017-03-04,2.0,1.0,354.0,349.0,351.0,337.0,52.0,50.0
2017-03-05,1.0,1.0,356.0,375.0,323.0,324.0,33.0,38.0
2017-03-06,1.0,1.0,1450.0,1489.0,631.0,632.0,71.0,74.0
2017-03-07,0.0,0.0,1525.0,1527.0,585.0,609.0,71.0,72.0
2017-03-08,2.0,2.0,1388.0,1419.0,644.0,645.0,76.0,75.0
2017-03-09,1.0,1.0,1472.0,1465.0,600.0,622.0,59.0,66.0
2017-03-10,0.0,0.0,1593.0,1551.0,672.0,662.0,85.0,81.0
2017-03-11,0.0,0.0,362.0,353.0,367.0,357.0,51.0,51.0
2017-03-12,0.0,0.0,355.0,548.0,290.0,298.0,61.0,58.0
2017-03-13,2.0,2.0,1797.0,1712.0,673.0,619.0,74.0,76.0
2017-03-14,1.0,1.0,1562.0,1571.0,673.0,665.0,107.0,95.0
2017-03-15,1.0,1.0,1303.0,1380.0,597.0,617.0,66.0,70.0
2017-03-16,1.0,1.0,1464.0,1481.0,646.0,634.0,69.0,72.0
2017-03-17,0.0,0.0,1565.0,1550.0,719.0,670.0,63.0,69.0
2017-03-18,4.0,3.0,446.0,541.0,383.0,358.0,35.0,38.0
2017-03-19,2.0,2.0,425.0,430.0,302.0,338.0,41.0,47.0
2017-03-20,2.0,2.0,1661.0,1596.0,563.0,581.0,88.0,83.0
2017-03-21,0.0,0.0,1543.0,1531.0,635.0,636.0,63.0,69.0
2017-03-22,1.0,1.0,1474.0,1492.0,652.0,657.0,73.0,73.0
2017-03-23,2.0,2.0,1365.0,1407.0,608.0,617.0,71.0,72.0
2017-03-24,3.0,2.0,1647.0,1585.0,739.0,713.0,61.0,68.0
2017-03-25,0.0,0.0,374.0,378.0,363.0,351.0,81.0,71.0
2017-03-26,0.0,0.0,263.0,287.0,308.0,316.0,40.0,42.0
2017-03-27,2.0,2.0,1328.0,1302.0,552.0,562.0,75.0,72.0
2017-03-28,1.0,1.0,1506.0,1492.0,642.0,637.0,63.0,66.0
2017-03-29,0.0,0.0,1531.0,1519.0,670.0,664.0,89.0,84.0
2017-03-30,1.0,1.0,1340.0,1390.0,738.0,702.0,75.0,76.0
2017-03-31,1.0,1.0,1420.0,1452.0,639.0,658.0,80.0,79.0
2017-04-01,1.0,1.0,288.0,292.0,327.0,317.0,58.0,54.0
2017-04-02,0.0,0.0,266.0,286.0,285.0,287.0,41.0,43.0
2017-04-03,1.0,1.0,1374.0,1413.0,619.0,624.0,65.0,68.0
2017-04-04,0.0,0.0,1426.0,1403.0,545.0,562.0,78.0,76.0
2017-04-05,2.0,1.0,1466.0,1459.0,646.0,632.0,67.0,72.0
2017-04-06,2.0,2.0,1454.0,1387.0,761.0,720.0,78.0,74.0
2017-04-07,1.0,1.0,1543.0,1517.0,776.0,732.0,82.0,82.0
2017-04-08,0.0,0.0,285.0,298.0,369.0,355.0,45.0,48.0
2017-04-09,0.0,0.0,251.0,267.0,263.0,267.0,28.0,38.0
2017-04-10,1.0,1.0,1354.0,1400.0,593.0,594.0,51.0,59.0
2017-04-11,0.0,0.0,1410.0,1441.0,551.0,570.0,65.0,69.0
2017-04-12,1.0,1.0,1429.0,1448.0,606.0,619.0,65.0,68.0
2017-04-13,1.0,1.0,1428.0,1430.0,611.0,616.0,108.0,96.0
2017-04-14,0.0,0.0,1307.0,1295.0,662.0,650.0,68.0,66.0
2017-04-15,0.0,0.0,328.0,331.0,311.0,313.0,54.0,53.0
2017-04-16,0.0,0.0,289.0,288.0,287.0,284.0,42.0,43.0
2017-04-17,2.0,2.0,1467.0,1449.0,633.0,625.0,86.0,84.0
2017-04-18,0.0,0.0,1454.0,1457.0,600.0,615.0,60.0,66.0
2017-04-19,0.0,0.0,1508.0,1493.0,594.0,607.0,63.0,67.0
2017-04-20,1.0,1.0,1385.0,1404.0,647.0,635.0,66.0,68.0
2017-04-21,0.0,1.0,1435.0,1430.0,565.0,577.0,72.0,74.0
2017-04-22,1.0,1.0,331.0,334.0,316.0,308.0,37.0,40.0
2017-04-23,0.0,0.0,332.0,332.0,215.0,244.0,45.0,46.0
2017-04-24,0.0,1.0,1307.0,1365.0,540.0,556.0,89.0,84.0
2017-04-25,0.0,0.0,1260.0,1320.0,520.0,546.0,96.0,87.0
2017-04-26,2.0,2.0,1349.0,1341.0,609.0,606.0,73.0,73.0
2017-04-27,1.0,1.0,1342.0,1328.0,538.0,546.0,77.0,75.0
2017-04-28,1.0,1.0,1240.0,1267.0,611.0,613.0,80.0,78.0
2017-04-29,0.0,0.0,361.0,354.0,324.0,316.0,32.0,39.0
2017-04-30,0.0,0.0,345.0,322.0,247.0,262.0,41.0,39.0
2017-05-01,0.0,0.0,1469.0,1386.0,592.0,585.0,52.0,62.0
2017-05-02,0.0,0.0,1372.0,1367.0,579.0,586.0,84.0,81.0
2017-05-03,2.0,2.0,1260.0,1265.0,594.0,583.0,70.0,69.0
2017-05-04,1.0,1.0,1331.0,1302.0,614.0,619.0,67.0,71.0
2017-05-05,2.0,2.0,1435.0,1422.0,781.0,726.0,80.0,80.0
2017-05-06,0.0,0.0,327.0,325.0,319.0,315.0,50.0,49.0
2017-05-07,0.0,0.0,273.0,331.0,345.0,324.0,54.0,53.0
2017-05-08,1.0,1.0,1382.0,1448.0,542.0,577.0,80.0,78.0
2017-05-09,0.0,0.0,1338.0,1354.0,575.0,586.0,85.0,80.0
2017-05-10,0.0,0.0,550.0,575.0,288.0,328.0,39.0,42.0
2017-05-11,0.0,0.0,1360.0,1357.0,537.0,558.0,66.0,70.0
2017-05-12,0.0,0.0,1257.0,1279.0,501.0,543.0,85.0,81.0
2017-05-13,0.0,0.0,232.0,256.0,295.0,302.0,60.0,56.0
2017-05-14,0.0,0.0,245.0,248.0,270.0,264.0,60.0,54.0
2017-05-15,1.0,1.0,1314.0,1319.0,594.0,590.0,58.0,65.0
2017-05-16,0.0,0.0,446.0,458.0,97.0,184.0,72.0,67.0
2017-05-17,1.0,1.0,1261.0,1300.0,500.0,528.0,91.0,86.0
2017-05-18,1.0,1.0,1393.0,1375.0,610.0,587.0,105.0,92.0
2017-05-19,2.0,2.0,1406.0,1418.0,643.0,641.0,95.0,89.0
2017-05-20,0.0,0.0,294.0,287.0,337.0,329.0,60.0,58.0
2017-05-21,1.0,1.0,241.0,256.0,340.0,322.0,36.0,42.0
2017-05-22,0.0,0.0,1388.0,1356.0,644.0,617.0,79.0,78.0
2017-05-23,1.0,1.0,1430.0,1423.0,647.0,636.0,76.0,75.0
2017-05-24,1.0,1.0,1408.0,1411.0,615.0,623.0,65.0,69.0
2017-05-25,0.0,19.0,519.0,566.0,115.0,174.0,61.0,81.0
2017-05-26,0.0,0.0,473.0,460.0,113.0,169.0,57.0,56.0
2017-05-27,0.0,0.0,59.0,76.0,49.0,92.0,58.0,52.0
2017-05-28,0.0,0.0,40.0,69.0,46.0,71.0,54.0,49.0
2017-05-29,0.0,0.0,131.0,111.0,76.0,85.0,63.0,57.0
2017-05-30,0.0,1.0,485.0,515.0,75.0,111.0,73.0,65.0
2017-05-31,0.0,0.0,501.0,490.0,87.0,136.0,47.0,34.0
2017-06-01,1.0,1.0,927.0,934.0,426.0,392.0,73.0,58.0
2017-06-02,0.0,1.0,1280.0,1266.0,557.0,571.0,105.0,95.0
2017-06-03,1.0,1.0,294.0,291.0,337.0,327.0,59.0,57.0
2017-06-04,0.0,0.0,336.0,304.0,340.0,328.0,41.0,43.0
2017-06-05,1.0,1.0,1182.0,1175.0,592.0,597.0,95.0,90.0
2017-06-06,4.0,3.0,1209.0,1192.0,620.0,590.0,73.0,74.0
2017-06-07,2.0,2.0,1127.0,1162.0,637.0,626.0,43.0,50.0
2017-06-08,1.0,1.0,1270.0,1238.0,654.0,634.0,88.0,84.0
2017-06-09,1.0,1.0,1210.0,1203.0,701.0,674.0,95.0,87.0
2017-06-10,0.0,0.0,400.0,375.0,330.0,319.0,45.0,48.0
2017-06-11,1.0,1.0,365.0,348.0,274.0,284.0,54.0,51.0
2017-06-12,1.0,1.0,1248.0,1278.0,609.0,590.0,74.0,71.0
2017-06-13,0.0,0.0,1281.0,1256.0,615.0,612.0,78.0,76.0
2017-06-14,2.0,2.0,1233.0,1248.0,622.0,610.0,77.0,77.0
2017-06-15,1.0,1.0,1205.0,1196.0,700.0,666.0,78.0,78.0
2017-06-16,0.0,0.0,1129.0,1154.0,586.0,598.0,76.0,76.0
2017-06-17,0.0,0.0,294.0,277.0,322.0,318.0,78.0,68.0
2017-06-18,0.0,0.0,252.0,255.0,298.0,297.0,44.0,48.0
2017-06-19,0.0,0.0,1242.0,1216.0,578.0,579.0,84.0,81.0
2017-06-20,1.0,1.0,1249.0,1232.0,593.0,596.0,100.0,93.0
2017-06-21,1.0,1.0,1259.0,1241.0,643.0,624.0,71.0,74.0
2017-06-22,0.0,1.0,1218.0,1211.0,599.0,598.0,67.0,69.0
2017-06-23,0.0,0.0,1125.0,1099.0,655.0,581.0,80.0,75.0
2017-06-24,0.0,0.0,219.0,232.0,284.0,283.0,70.0,62.0
2017-06-25,1.0,1.0,268.0,254.0,285.0,273.0,30.0,37.0
2017-06-26,2.0,2.0,993.0,1080.0,530.0,553.0,47.0,57.0
2017-06-27,2.0,2.0,1212.0,1203.0,598.0,593.0,86.0,83.0
2017-06-28,2.0,2.0,1159.0,1141.0,541.0,550.0,57.0,57.0
2017-06-29,1.0,1.0,1027.0,1069.0,572.0,577.0,53.0,59.0
2017-06-30,2.0,2.0,1139.0,1135.0,686.0,647.0,87.0,83.0
2017-07-01,1.0,1.0,198.0,218.0,316.0,317.0,66.0,61.0
2017-07-02,0.0,0.0,197.0,208.0,225.0,237.0,33.0,37.0
2017-07-03,0.0,0.0,1065.0,1042.0,387.0,414.0,86.0,74.0
2017-07-04,0.0,0.0,605.0,669.0,307.0,302.0,58.0,57.0
2017-07-05,1.0,1.0,1078.0,1102.0,614.0,596.0,72.0,74.0
2017-07-06,1.0,1.0,1068.0,1035.0,610.0,596.0,54.0,59.0
2017-07-07,1.0,1.0,1099.0,1109.0,656.0,624.0,108.0,93.0
2017-07-08,0.0,0.0,228.0,234.0,284.0,291.0,69.0,63.0
2017-07-09,0.0,0.0,206.0,214.0,266.0,297.0,49.0,47.0
2017-07-10,3.0,2.0,1177.0,1164.0,543.0,555.0,61.0,66.0
2017-07-11,2.0,2.0,1075.0,1107.0,586.0,581.0,63.0,66.0
2017-07-12,1.0,1.0,1145.0,1145.0,519.0,541.0,52.0,58.0
2017-07-13,0.0,0.0,1047.0,1081.0,579.0,593.0,60.0,64.0
2017-07-14,0.0,0.0,1192.0,1171.0,627.0,621.0,80.0,77.0
2017-07-15,0.0,0.0,164.0,198.0,248.0,253.0,64.0,59.0
2017-07-16,0.0,0.0,203.0,210.0,236.0,252.0,46.0,44.0
2017-07-17,0.0,0.0,967.0,951.0,452.0,445.0,63.0,64.0
2017-07-18,0.0,0.0,1133.0,1123.0,478.0,512.0,80.0,74.0
2017-07-19,2.0,2.0,1170.0,1165.0,539.0,564.0,74.0,74.0
2017-07-20,3.0,2.0,1115.0,1118.0,625.0,605.0,55.0,60.0
2017-07-21,0.0,0.0,1049.0,1059.0,633.0,612.0,82.0,75.0
2017-07-22,2.0,1.0,251.0,243.0,336.0,337.0,42.0,38.0
2017-07-23,0.0,0.0,197.0,206.0,284.0,272.0,20.0,26.0
2017-07-24,2.0,2.0,1082.0,1060.0,573.0,569.0,80.0,73.0
2017-07-25,0.0,0.0,1135.0,1143.0,512.0,547.0,60.0,67.0
2017-07-26,1.0,1.0,1372.0,1322.0,702.0,664.0,88.0,81.0
2017-07-27,1.0,97.0,2052.0,1967.0,911.0,902.0,65.0,100.0
2017-07-28,3.0,2.0,2155.0,2087.0,1081.0,1054.0,102.0,92.0
2017-07-29,0.0,0.0,207.0,225.0,364.0,377.0,59.0,56.0
2017-07-30,0.0,0.0,277.0,304.0,320.0,354.0,54.0,49.0
2017-07-31,0.0,1.0,371.0,460.0,121.0,189.0,79.0,70.0
2017-08-01,3.0,2.0,2155.0,2164.0,990.0,967.0,71.0,72.0
2017-08-02,2.0,2.0,2095.0,2138.0,952.0,955.0,99.0,91.0
2017-08-03,3.0,2.0,2228.0,2232.0,993.0,1002.0,70.0,72.0
2017-08-04,0.0,1.0,2321.0,2293.0,1058.0,1049.0,92.0,86.0
2017-08-05,0.0,0.0,251.0,282.0,381.0,388.0,63.0,58.0
2017-08-06,0.0,0.0,228.0,224.0,377.0,376.0,36.0,42.0
2017-08-07,2.0,2.0,2040.0,2097.0,941.0,933.0,81.0,77.0
2017-08-08,1.0,1.0,2300.0,2279.0,998.0,1004.0,58.0,64.0
2017-08-09,0.0,0.0,1988.0,2052.0,897.0,938.0,56.0,63.0
2017-08-10,1.0,1.0,2048.0,2069.0,993.0,989.0,80.0,78.0
2017-08-11,3.0,2.0,2010.0,2065.0,1055.0,1046.0,90.0,84.0
2017-08-12,0.0,0.0,249.0,245.0,375.0,394.0,48.0,50.0
2017-08-13,0.0,0.0,237.0,237.0,409.0,389.0,53.0,46.0
2017-08-14,2.0,2.0,2291.0,2255.0,904.0,930.0,91.0,84.0
2017-08-15,0.0,0.0,2179.0,2186.0,1005.0,1005.0,83.0,80.0
2017-08-16,0.0,0.0,2342.0,2307.0,974.0,994.0,67.0,69.0
2017-08-17,1.0,1.0,2347.0,2318.0,1076.0,1056.0,78.0,74.0
2017-08-18,1.0,1.0,2301.0,2307.0,1037.0,1034.0,72.0,72.0
2017-08-19,0.0,0.0,251.0,269.0,430.0,429.0,54.0,52.0
2017-08-20,0.0,0.0,229.0,324.0,399.0,392.0,52.0,52.0
2017-08-21,1.0,1.0,2166.0,2186.0,909.0,926.0,61.0,66.0
2017-08-22,1.0,1.0,2343.0,2333.0,1049.0,1041.0,72.0,72.0
2017-08-23,0.0,0.0,2509.0,2457.0,1012.0,978.0,80.0,76.0
2017-08-24,1.0,1.0,2326.0,2337.0,979.0,997.0,75.0,76.0
2017-08-25,2.0,2.0,2344.0,2336.0,976.0,998.0,71.0,71.0
2017-08-26,0.0,0.0,280.0,281.0,362.0,388.0,47.0,49.0
2017-08-27,0.0,0.0,209.0,211.0,331.0,345.0,50.0,52.0
2017-08-28,2.0,2.0,2257.0,2186.0,900.0,927.0,67.0,70.0
2017-08-29,1.0,1.0,2236.0,2191.0,1018.0,1014.0,71.0,72.0
2017-08-30,2.0,2.0,2149.0,2171.0,935.0,956.0,54.0,62.0
2017-08-31,0.0,0.0,2266.0,2251.0,921.0,957.0,73.0,74.0
2017-09-01,1.0,1.0,2242.0,2277.0,1068.0,1050.0,90.0,83.0
2017-09-02,0.0,0.0,209.0,225.0,419.0,421.0,49.0,51.0
2017-09-03,0.0,0.0,226.0,223.0,367.0,367.0,67.0,59.0
2017-09-04,0.0,0.0,1255.0,1409.0,610.0,560.0,46.0,55.0
2017-09-05,0.0,0.0,2375.0,2324.0,966.0,973.0,79.0,76.0
2017-09-06,0.0,0.0,2368.0,2339.0,1014.0,1012.0,83.0,78.0
2017-09-07,1.0,1.0,2319.0,2360.0,1095.0,1065.0,73.0,74.0
2017-09-08,3.0,3.0,2407.0,2352.0,1125.0,1088.0,75.0,74.0
2017-09-09,0.0,0.0,252.0,247.0,462.0,439.0,52.0,53.0
2017-09-10,0.0,0.0,213.0,216.0,339.0,349.0,67.0,60.0
2017-09-11,0.0,1.0,2105.0,2103.0,897.0,897.0,68.0,71.0
2017-09-12,0.0,1.0,2199.0,2214.0,973.0,980.0,65.0,67.0
2017-09-13,3.0,2.0,2314.0,2295.0,961.0,977.0,72.0,71.0
2017-09-14,1.0,1.0,2275.0,2292.0,1054.0,1043.0,57.0,63.0
2017-09-15,2.0,2.0,2546.0,2453.0,1097.0,1068.0,79.0,76.0
2017-09-16,0.0,0.0,248.0,251.0,376.0,390.0,38.0,45.0
2017-09-17,0.0,0.0,212.0,214.0,346.0,361.0,44.0,46.0
2017-09-18,1.0,1.0,2251.0,2266.0,1011.0,987.0,70.0,72.0
2017-09-19,1.0,1.0,2315.0,2318.0,1021.0,1019.0,76.0,75.0
2017-09-20,3.0,2.0,2431.0,2390.0,1047.0,1042.0,69.0,70.0
2017-09-21,1.0,1.0,2389.0,2394.0,988.0,1014.0,79.0,77.0
2017-09-22,4.0,3.0,2411.0,2403.0,1031.0,1035.0,56.0,64.0
2017-09-23,0.0,0.0,244.0,254.0,422.0,436.0,51.0,53.0
2017-09-24,0.0,0.0,220.0,261.0,451.0,425.0,53.0,52.0
2017-09-25,1.0,1.0,2189.0,2218.0,1022.0,997.0,75.0,75.0
2017-09-26,1.0,1.0,2302.0,2304.0,1099.0,1064.0,67.0,69.0
2017-09-27,0.0,1.0,2408.0,2387.0,969.0,963.0,61.0,67.0
2017-09-28,0.0,0.0,2409.0,2381.0,1032.0,1036.0,59.0,64.0
2017-09-29,2.0,2.0,2481.0,2471.0,1114.0,1080.0,53.0,64.0
2017-09-30,0.0,0.0,288.0,283.0,455.0,430.0,70.0,66.0
2017-10-01,0.0,0.0,252.0,319.0,408.0,415.0,43.0,47.0
2017-10-02,0.0,0.0,2192.0,2219.0,901.0,920.0,80.0,78.0
2017-10-03,0.0,0.0,2297.0,2299.0,1006.0,998.0,54.0,64.0
2017-10-04,1.0,1.0,2276.0,2302.0,1049.0,1034.0,72.0,75.0
2017-10-05,0.0,0.0,2186.0,2231.0,1013.0,1006.0,105.0,92.0
2017-10-06,1.0,1.0,2200.0,2227.0,1039.0,1028.0,65.0,68.0
2017-10-07,0.0,0.0,281.0,277.0,501.0,469.0,79.0,69.0
2017-10-08,1.0,1.0,270.0,329.0,489.0,472.0,42.0,47.0
2017-10-09,0.0,0.0,2295.0,2303.0,864.0,892.0,76.0,76.0
2017-10-10,0.0,0.0,2262.0,2294.0,944.0,960.0,51.0,60.0
2017-10-11,1.0,1.0,2440.0,2391.0,1008.0,998.0,74.0,76.0
2017-10-12,0.0,0.0,2251.0,2198.0,945.0,926.0,81.0,80.0
2017-10-13,0.0,0.0,1656.0,1817.0,776.0,838.0,73.0,74.0
2017-10-14,0.0,0.0,212.0,251.0,411.0,409.0,52.0,53.0
2017-10-15,0.0,0.0,234.0,244.0,391.0,383.0,36.0,40.0
2017-10-16,0.0,0.0,2159.0,2114.0,847.0,855.0,51.0,58.0
2017-10-17,1.0,1.0,2167.0,2133.0,948.0,919.0,69.0,70.0
2017-10-18,1.0,1.0,2097.0,2045.0,910.0,912.0,80.0,77.0
2017-10-19,1.0,1.0,2159.0,2099.0,1013.0,968.0,67.0,66.0
2017-10-20,1.0,1.0,2139.0,2138.0,1047.0,1005.0,80.0,76.0
2017-10-21,0.0,0.0,249.0,269.0,417.0,413.0,43.0,46.0
2017-10-22,0.0,0.0,227.0,263.0,348.0,365.0,35.0,40.0
2017-10-23,1.0,1.0,2208.0,2160.0,937.0,900.0,54.0,60.0
2017-10-24,0.0,0.0,2154.0,2086.0,872.0,880.0,88.0,82.0
2017-10-25,1.0,1.0,1944.0,1888.0,777.0,815.0,51.0,59.0
2017-10-26,3.0,2.0,2052.0,2053.0,797.0,826.0,76.0,75.0
2017-10-27,0.0,0.0,1994.0,2023.0,892.0,883.0,84.0,81.0
2017-10-28,1.0,1.0,190.0,217.0,434.0,426.0,40.0,45.0
2017-10-29,2.0,1.0,186.0,202.0,346.0,343.0,52.0,49.0
2017-10-30,0.0,0.0,1878.0,1926.0,743.0,787.0,53.0,57.0
2017-10-31,1.0,1.0,2075.0,2027.0,755.0,775.0,42.0,52.0
2017-11-01,0.0,0.0,1972.0,1970.0,791.0,815.0,54.0,60.0
2017-11-02,0.0,0.0,1955.0,1932.0,851.0,853.0,65.0,65.0
2017-11-03,0.0,0.0,1915.0,1927.0,921.0,894.0,61.0,62.0
2017-11-04,0.0,1.0,290.0,363.0,405.0,414.0,39.0,44.0
2017-11-05,0.0,0.0,218.0,244.0,341.0,363.0,40.0,42.0
2017-11-06,1.0,1.0,1949.0,1955.0,779.0,749.0,62.0,65.0
2017-11-07,0.0,0.0,1898.0,1919.0,722.0,766.0,69.0,68.0
2017-11-08,2.0,2.0,2067.0,2024.0,889.0,858.0,46.0,57.0
2017-11-09,0.0,0.0,2111.0,2067.0,1007.0,934.0,70.0,70.0
2017-11-10,2.0,2.0,1709.0,1804.0,835.0,853.0,76.0,74.0
2017-11-11,0.0,0.0,274.0,298.0,386.0,400.0,42.0,44.0
2017-11-12,0.0,0.0,225.0,260.0,327.0,346.0,43.0,47.0
2017-11-13,0.0,0.0,2067.0,2030.0,811.0,808.0,58.0,61.0
2017-11-14,0.0,0.0,1912.0,1963.0,743.0,779.0,83.0,78.0
2017-11-15,2.0,2.0,2030.0,2016.0,872.0,853.0,82.0,77.0
2017-11-16,0.0,0.0,2061.0,2017.0,966.0,936.0,60.0,63.0
2017-11-17,0.0,0.0,1427.0,1593.0,908.0,869.0,80.0,77.0
2017-11-18,1.0,1.0,249.0,306.0,555.0,498.0,59.0,58.0
2017-11-19,0.0,0.0,225.0,228.0,400.0,402.0,47.0,49.0
2017-11-20,0.0,1.0,2113.0,2089.0,1000.0,978.0,73.0,76.0
2017-11-21,0.0,0.0,2293.0,2287.0,1238.0,1148.0,101.0,93.0
2017-11-22,0.0,0.0,2162.0,2226.0,1140.0,1081.0,98.0,92.0
2017-11-23,0.0,0.0,960.0,1204.0,529.0,543.0,59.0,61.0
2017-11-24,1.0,1.0,1395.0,1582.0,622.0,621.0,51.0,60.0
2017-11-25,0.0,0.0,173.0,205.0,393.0,389.0,54.0,55.0
2017-11-26,0.0,0.0,254.0,271.0,574.0,502.0,52.0,51.0
2017-11-27,2.0,2.0,2423.0,2348.0,1016.0,989.0,90.0,84.0
2017-11-28,0.0,0.0,2164.0,2215.0,959.0,976.0,67.0,72.0
2017-11-29,1.0,1.0,2253.0,2227.0,1005.0,959.0,84.0,81.0
2017-11-30,3.0,2.0,2365.0,2329.0,1084.0,1042.0,69.0,73.0
2017-12-01,2.0,2.0,2384.0,2390.0,1068.0,1041.0,75.0,75.0
2017-12-02,1.0,1.0,217.0,242.0,366.0,388.0,51.0,51.0
2017-12-03,0.0,0.0,205.0,210.0,291.0,323.0,60.0,55.0
2017-12-04,1.0,1.0,2237.0,2262.0,952.0,952.0,78.0,76.0
2017-12-05,1.0,1.0,2184.0,2245.0,1091.0,1058.0,83.0,80.0
2017-12-06,1.0,1.0,2467.0,2427.0,995.0,1019.0,92.0,90.0
2017-12-07,0.0,0.0,2369.0,2362.0,1004.0,1026.0,83.0,85.0
2017-12-08,1.0,1.0,2294.0,2334.0,1264.0,1187.0,78.0,88.0
2017-12-09,0.0,0.0,234.0,388.0,414.0,429.0,52.0,55.0
2017-12-10,0.0,1.0,211.0,242.0,276.0,323.0,32.0,40.0
2017-12-11,1.0,1.0,2388.0,2356.0,937.0,958.0,62.0,71.0
2017-12-12,1.0,1.0,2362.0,2360.0,1093.0,1076.0,76.0,84.0
2017-12-13,0.0,0.0,2442.0,2417.0,1103.0,1096.0,69.0,76.0
2017-12-14,0.0,0.0,2352.0,2346.0,1169.0,1134.0,92.0,92.0
2017-12-15,1.0,1.0,2226.0,2264.0,1114.0,1085.0,102.0,97.0
2017-12-16,0.0,0.0,258.0,276.0,523.0,488.0,44.0,51.0
2017-12-17,0.0,0.0,183.0,218.0,422.0,418.0,44.0,48.0
2017-12-18,1.0,1.0,2341.0,2333.0,1036.0,1014.0,90.0,89.0
2017-12-19,1.0,1.0,2466.0,2460.0,1064.0,1056.0,91.0,87.0
2017-12-20,1.0,1.0,2406.0,2428.0,1205.0,1150.0,62.0,74.0
2017-12-21,0.0,0.0,1981.0,2119.0,1022.0,1008.0,85.0,84.0
2017-12-22,4.0,3.0,1925.0,2070.0,1030.0,992.0,65.0,75.0
2017-12-23,0.0,0.0,253.0,253.0,455.0,442.0,55.0,54.0
2017-12-24,0.0,0.0,210.0,212.0,338.0,342.0,42.0,45.0
2017-12-25,1.0,1.0,221.0,293.0,388.0,370.0,44.0,47.0
